t,x,y,i
2037,105965,164584.424431155,9
2038,105991,161183.972971758,9
2039,106004,163797.929319553,9
2040,106028,164252.584131748,9
2041,106033,165429.649341789,9
2042,106089,166681.677629135,9
2043,106103,164362.396263666,9
2044,106148,163324.292084392,9
2045,106175,163780.09810572,9
2046,106214,163735.926976812,9
2047,106242,163989.694300654,9
2048,106253,162121.447039375,9
2049,106257,162873.468633761,9
2050,106269,166125.653829277,9
2051,106295,163902.814701069,9
2052,106326,164852.831378996,9
2053,106329,162823.021494723,9
2054,106391,164057.817889091,9
2055,106442,163093.974884078,9
2056,106453,164764.620258538,9
2057,106479,167723.914114233,9
2058,106511,165777.815271145,9
2059,106517,163261.884880547,9
2060,106545,165222.318916268,9
2061,106561,164077.783381952,9
2062,106583,167386.608305018,9
2063,106635,161778.018795941,9
2064,106679,165935.944310695,9
2065,106737,164920.427035954,9
2066,106764,166921.470227456,9
2067,106823,166220.441676842,9
2068,106828,164516.198792241,9
2069,106878,166224.973879461,9
2070,106929,166873.496831018,9
2071,106979,162345.899696233,9
2072,107039,165684.449155172,9
2073,107091,162231.1653964,9
2074,107136,168040.543517196,9
2075,107146,168880.537280076,9
2076,107170,162404.653920913,9
2077,107231,165216.733576658,9
2078,107244,168101.289778827,9
2079,107267,167307.776137338,9
2080,107289,170530.101233482,9
2081,107331,166586.824190872,9
2082,107379,166153.309619548,9
2083,107409,165897.527442476,9
2084,107428,162958.617554772,9
2085,107433,168256.682127992,9
2086,107481,165127.43904909,9
2087,107513,166683.083230206,9
2088,107554,167421.886291228,9
2089,107572,169142.36119486,9
2090,107593,165617.472819089,9
2091,107645,167830.675822726,9
2092,107690,169986.701979136,9
2093,107694,164007.549543312,9
2094,107723,168611.219365728,9
2095,107767,168348.84521074,9
2096,107779,168431.071276717,9
2097,107811,167975.760784132,9
2098,107871,167246.295915155,9
2099,107893,166985.590863759,9
2100,107948,167088.201326181,9
2101,107953,166482.447406326,9
2102,107982,165516.180301166,9
2103,108018,168670.741160263,9
2104,108027,169547.793116002,9
2105,108068,166795.548102014,9
2106,108100,166140.305018725,9
2107,108156,168717.148587402,9
2108,108184,165304.149166193,9
2109,108228,165026.963158184,9
2110,108261,166232.749641698,9
2111,108314,170700.821046581,9
2112,108369,166366.830938305,9
2113,108407,170229.849942877,9
2114,108442,168802.673826826,9
2115,108468,166002.012345868,9
2116,108509,169032.286043349,9
2117,108541,167987.746656181,9
2118,108596,167740.834946068,9
2119,108639,168374.207768052,9
2120,108661,166933.582702736,9
2121,108678,170696.96589311,9
2122,108723,169334.949150499,9
2123,108751,168927.676164601,9
2124,108756,168243.714091458,9
2125,108809,168008.453097474,9
2126,108848,166377.590806958,9
2127,108870,169273.628267981,9
2128,108876,169558.271437488,9
2129,108927,169872.08677225,9
2130,108956,169440.931742646,9
2131,108961,169019.516759762,9
2132,108980,169209.660722407,9
2133,108999,167024.957685284,9
2134,109008,168273.475729619,9
2135,109069,169570.771341815,9
2136,109087,170197.055466126,9
2137,109110,169084.098006687,9
2138,109147,167893.36062927,9
2139,109153,168171.610213333,9
2140,109182,171802.068522614,9
2141,109215,168923.556110907,9
2142,109232,167069.329577558,9
2143,109262,168489.811964463,9
2144,109313,171080.618574374,9
2145,109319,169836.690764271,9
2146,109381,168908.286749796,9
2147,109402,169838.08403497,9
2148,109437,170315.986903798,9
2149,109472,168112.781089109,9
2150,109523,170278.366998135,9
2151,109552,167057.799867572,9
2152,109572,168557.332946956,9
2153,109630,170124.775600034,9
2154,109670,172033.586045817,9
2155,109707,167442.989782769,9
2156,109732,169417.448958764,9
2157,109792,168292.812690508,9
2158,109811,173777.509334528,9
2159,109814,171815.191260242,9
2160,109829,169197.639320969,9
2161,109845,170339.448336771,9
2162,109878,172432.96917605,9
2163,109914,172368.780691093,9
2164,109931,172391.559983721,9
2165,109942,170229.750184246,9
2166,109948,169823.942953245,9
2167,109983,170213.431195743,9
2168,110008,166286.232429152,9
2169,110064,168533.818615884,9
2170,110120,170684.47056527,9
2171,110129,169484.731860804,9
2172,110138,172311.614899728,9
2173,110179,174207.237723303,9
2174,110195,169997.396400287,9
2175,110202,169251.751390182,9
2176,110231,171173.456283212,9
2177,110261,171532.489618811,9
2178,110289,171370.442146246,9
2179,110292,171067.067255096,9
2180,110336,172093.823180581,9
2181,110342,171304.887399006,9
2182,110396,172295.276958902,9
2183,110447,170264.389462104,9
2184,110451,167828.791755034,9
2185,110463,173588.931309321,9
2186,110466,168983.562939885,9
2187,110527,170649.889088221,9
2188,110565,169433.871498846,9
2189,110625,170780.740278171,9
2190,110628,171471.415550253,9
2191,110667,167803.326754139,9
2192,110695,171892.632631066,9
2193,110738,171816.121940638,9
2194,110741,173496.531121364,9
2195,110766,172822.718486709,9
2196,110770,170121.523744279,9
2197,110817,169944.185491209,9
2198,110862,172002.826292744,9
2199,110895,170468.543569335,9
2200,110941,170561.037651066,9
2201,110969,170171.912916418,9
2202,111005,171497.257998502,9
2203,111041,173369.343275034,9
2204,111079,173982.001383425,9
2205,111124,171412.879471171,9
2206,111157,173432.157802508,9
2207,111207,171634.896815744,9
2208,111253,173141.592493025,9
2209,111283,171737.538894839,9
2210,111319,169165.418360616,9
2211,111320,170198.344103305,9
2212,111360,170953.890915145,9
2213,111368,171870.645778075,9
2214,111417,172440.206973913,9
2215,111432,169537.432764958,9
2216,111492,172517.844477292,9
2217,111512,171274.164597209,9
2218,111573,173042.621798599,9
2219,111613,173507.956349251,9
2220,111663,171681.649803514,9
2221,111698,171657.943722258,9
2222,111703,173681.800686252,9
2223,111765,173672.876357251,9
2224,111815,175486.724620248,9
2225,111836,171937.001343126,9
2226,111854,176092.1650051,9
2227,111893,173139.718365401,9
2228,111937,173952.090528857,9
2229,111945,176106.399550407,9
2230,111984,172811.833161337,9
2231,112016,173279.399980288,9
2232,112028,176353.083984757,9
2233,112029,174048.911004106,9
2234,112088,176129.164946579,9
2235,112137,177184.745525921,9
2236,112162,170333.174795712,9
2237,112204,173905.016637945,9
2238,112215,173573.214772974,9
2239,112239,176193.656328466,9
2240,112285,172067.088698826,9
2241,112285,173257.871936431,9
2242,112331,172378.714200572,9
2243,112344,174095.468817123,9
2244,112398,175236.536832556,9
2245,112402,172601.281572254,9
2246,112460,175415.118487264,9
2247,112475,176686.083465746,9
2248,112497,176039.003631264,9
2249,112519,176585.50690712,9
2250,112539,172122.493437416,9
2251,112554,173784.325400376,9
2252,112590,175057.762438451,9
2253,112609,175992.168942431,9
2254,112650,174751.230240624,9
2255,112681,172620.525681929,9
2256,112693,172758.341803092,9
2257,112719,171078.278300762,9
2258,112735,177447.061476264,9
2259,112776,177791.821357349,9
2260,112792,174954.461702444,9
2261,112808,174439.285429072,9
2262,112844,172056.060197208,9
2263,112858,171762.982009038,9
2264,112913,175465.952206601,9
2265,112916,174893.055659191,9
2266,112966,177677.562836264,9
2267,112975,175348.631088786,9
2268,113014,176747.019778294,9
2269,113051,174255.608501659,9
2270,113089,176816.580379489,9
2271,113147,174222.976685476,9
2272,113202,175506.445023334,9
2273,113228,173173.544510108,9
2274,113289,174316.716812196,9
2275,113330,174048.052566438,9
2276,113377,177873.555432289,9
2277,113388,173541.39842339,9
2278,113397,177280.613258013,9
2279,113426,175896.168714952,9
2280,113456,175335.616355609,9
2281,113475,175454.482630252,9
2282,113517,175840.22542457,9
2283,113579,176351.450583233,9
2284,113594,177175.678282567,9
2285,113649,176448.532263731,9
2286,113667,176232.150917404,9
2287,113715,176600.123619817,9
2288,113721,176922.036542973,9
2289,113771,175635.041842315,9
2290,113816,178663.454121672,9
2291,113847,175712.450386153,9
2292,113849,179409.760199625,9
2293,113870,178091.331105984,9
2294,113913,175519.277306329,9
2295,113949,176893.612640833,9
2296,113951,175532.536033093,9
2297,113997,172186.739587581,9
2298,114003,176651.178571383,9
2299,114054,177157.935069375,9
2300,114084,178578.749974763,9
2301,114097,175779.860062018,9
2302,114130,177682.644292576,9
2303,114174,179603.962076388,9
2304,114203,174964.614744748,9
2305,114219,176218.84198548,9
2306,114224,177188.869765956,9
2307,114258,175318.72839088,9
2308,114309,176827.205290756,9
2309,114353,175641.611225608,9
2310,114368,177515.760848842,9
2311,114420,175077.286224685,9
2312,114478,179438.550724682,9
2313,114514,176306.414540867,9
2314,114540,174293.547518509,9
2315,114565,179842.756426709,9
2316,114615,179085.947714114,9
2317,114654,175642.550474234,9
2318,114687,177749.318796358,9
2319,114688,178931.099918655,9
2320,114747,179670.415684857,9
2321,114774,176788.890162203,9
2322,114787,173567.325877267,9
2323,114832,178789.376345363,9
2324,114846,177344.981435958,9
2325,114862,180560.768543732,9
2326,114900,178928.725365197,9
2327,114931,177756.364566034,9
2328,114984,178800.03738594,9
2329,115031,177687.575652811,9
2330,115064,176001.132185375,9
2331,115069,178455.2168619,9
2332,115086,178768.1338275,9
2333,115111,181417.40731187,9
2334,115165,177298.517181875,9
2335,115168,176812.368785118,9
2336,115195,178658.094209143,9
2337,115232,181010.386899148,9
2338,115287,176200.785628751,9
2339,115335,175180.865210008,9
2340,115370,177868.171225527,9
2341,115395,180329.311747,9
2342,115411,177708.938861895,9
2343,115437,180214.228130289,9
2344,115465,178234.94049663,9
2345,115467,179966.071800228,9
2346,115469,178552.342004266,9
2347,115524,181450.978954539,9
2348,115574,179539.690117158,9
2349,115631,176822.097740819,9
2350,115667,180095.35061926,9
2351,115695,177579.956789599,9
2352,115712,177350.273940475,9
2353,115743,179607.266376664,9
2354,115796,176189.373706013,9
2355,115815,178951.313842168,9
2356,115853,181704.171073103,9
2357,115879,180039.271454572,9
2358,115912,179586.681974938,9
2359,115967,178366.616432913,9
2360,116015,181190.077658146,9
2361,116047,178852.857165607,9
2362,116084,178861.015117842,9
2363,116107,180245.724330458,9
2364,116135,178584.811789955,9
2365,116191,179157.753527431,9
2366,116221,179407.252198254,9
2367,116256,178404.142603515,9
2368,116259,179543.115909118,9
2369,116313,182674.396875591,9
2370,116325,182242.902755409,9
2371,116364,182184.927287701,9
2372,116388,179548.766198114,9
2373,116426,180281.447472114,9
2374,116473,178788.404764035,9
2375,116485,179689.123011363,9
2376,116545,182558.525977067,9
2377,116563,182845.755416137,9
2378,116612,182407.078212275,9
2379,116655,179962.792308489,9
2380,116707,180200.864392205,9
2381,116728,181500.744345067,9
2382,116743,179636.584097172,9
2383,116790,179369.267647192,9
2384,116790,179559.238585646,9
2385,116825,181315.734520256,9
2386,116857,183058.925718327,9
2387,116916,182825.426988525,9
2388,116920,182819.814844585,9
2389,116954,179358.060028979,9
2390,117005,181548.80859017,9
2391,117058,181419.855922054,9
2392,117067,181178.902510638,9
2393,117108,182166.177217177,9
2394,117146,181799.056360419,9
2395,117166,181214.346039453,9
2396,117195,182144.368033459,9
2397,117224,184270.117212621,9
2398,117243,181250.882989038,9
2399,117288,182771.700136704,9
2400,117312,182170.313257214,9
1,10007,261622.650321869,10
2,10030,265648.714354199,10
3,10076,265335.205848284,10
4,10116,266598.343770335,10
5,10127,267836.793158468,10
6,10147,268403.824924408,10
7,10173,268510.048559941,10
8,10173,268101.22285519,10
9,10198,270011.014755461,10
10,10218,264990.969690434,10
11,10269,271604.64130821,10
12,10289,271659.933859563,10
13,10305,271529.597663859,10
14,10337,273950.171742438,10
15,10354,272822.542740572,10
16,10390,274243.153358196,10
17,10394,274119.15013699,10
18,10440,275157.552745839,10
19,10477,274449.025805674,10
20,10490,279204.858676868,10
21,10492,275919.496654366,10
22,10553,278588.619334904,10
23,10598,281028.431574854,10
24,10641,280532.914794326,10
25,10675,283251.053900634,10
26,10715,281356.010856709,10
27,10734,283609.904263035,10
28,10771,281632.836354476,10
29,10771,283039.720609271,10
30,10798,286385.5498405,10
31,10821,287721.650630453,10
32,10825,286955.843158678,10
33,10879,286816.792774572,10
34,10913,286390.570118627,10
35,10929,289462.954847521,10
36,10960,287817.381466716,10
37,10989,289764.606908698,10
38,11032,288740.620339347,10
39,11060,292718.72012393,10
40,11093,292452.034985376,10
41,11115,292751.576976023,10
42,11169,296025.132104609,10
43,11191,291020.930773514,10
44,11235,296352.59472615,10
45,11283,299086.069349981,10
46,11317,297818.370363377,10
47,11319,299564.352620495,10
48,11348,303342.309236198,10
49,11382,300665.475733678,10
50,11404,302514.999619676,10
51,11455,303325.15441842,10
52,11501,303793.534583066,10
53,11562,304594.938625821,10
54,11562,305807.173939466,10
55,11576,306635.290898229,10
56,11623,305091.90659616,10
57,11659,308475.474436458,10
58,11715,309557.394796144,10
59,11756,311715.598873857,10
60,11817,314133.07664567,10
61,11862,312968.160613894,10
62,11871,315502.906027847,10
63,11931,315501.127934205,10
64,11973,316141.731095043,10
65,11997,316602.794211824,10
66,12054,318784.674100665,10
67,12078,320281.154093694,10
68,12105,319983.626597221,10
69,12124,320714.631691536,10
70,12137,323135.648277555,10
71,12139,320491.201100066,10
72,12194,322545.737615401,10
73,12231,324936.113178915,10
74,12246,324808.003197099,10
75,12265,324772.084866889,10
76,12325,324886.350241686,10
77,12346,324230.309753206,10
78,12393,329256.732168054,10
79,12411,327691.918136167,10
80,12449,328682.363354699,10
81,12452,330053.608626008,10
82,12471,331108.708020804,10
83,12498,332869.233630499,10
84,12511,330674.297134266,10
85,12544,331235.275573009,10
86,12556,333143.231997906,10
87,12597,332167.864220425,10
88,12627,330528.293154427,10
89,12673,335047.581109243,10
90,12690,337565.024036705,10
91,12743,337603.465523229,10
92,12748,336310.417974059,10
93,12771,337464.22427648,10
94,12783,336584.952504829,10
95,12820,339594.155135195,10
96,12857,339707.604329613,10
97,12872,341864.53270594,10
98,12929,339535.354087946,10
99,12990,339644.86619719,10
100,13002,345467.308710137,10
101,13049,344138.549999439,10
102,13092,347348.914252446,10
103,13098,346737.134333912,10
104,13128,344922.717315574,10
105,13161,347040.845436897,10
106,13195,348775.646156044,10
107,13204,349067.278425787,10
108,13208,346793.692846812,10
109,13243,348262.952632848,10
110,13248,349037.818638296,10
111,13287,351004.922794964,10
112,13289,351801.002512389,10
113,13292,349548.515230237,10
114,13320,348648.651812051,10
115,13332,351431.065291215,10
116,13354,352498.09400192,10
117,13363,353989.207860188,10
118,13386,351761.944440755,10
119,13441,354108.555596712,10
120,13448,356427.266067451,10
121,13499,355359.321510449,10
122,13504,353861.300365071,10
123,13509,355667.42848067,10
124,13545,356801.900221011,10
125,13605,359780.123310942,10
126,13605,359049.939072889,10
127,13632,360042.549653346,10
128,13640,358337.794395263,10
129,13652,361988.8316609,10
130,13690,360253.829839875,10
131,13707,360633.604012808,10
132,13717,361229.221360685,10
133,13721,361785.326859663,10
134,13781,363651.73671429,10
135,13790,363743.154279359,10
136,13831,366373.026985071,10
137,13860,364522.127909496,10
138,13898,366546.541303848,10
139,13923,368038.913134367,10
140,13961,367836.130046842,10
141,13999,368411.223254919,10
142,14041,372186.909425917,10
143,14095,372293.304096482,10
144,14138,369691.45823402,10
145,14141,373227.701557005,10
146,14202,373733.559237081,10
147,14224,374335.551726502,10
148,14269,376957.778354339,10
149,14280,379414.012596079,10
150,14337,379027.224559547,10
151,14355,376923.602958896,10
152,14376,381878.479307153,10
153,14425,380797.12132123,10
154,14478,381566.80940521,10
155,14531,385444.965114045,10
156,14573,383440.413138887,10
157,14634,387983.313090827,10
158,14675,386651.762754805,10
159,14689,389330.529569057,10
160,14692,387503.893815043,10
161,14743,390030.261279922,10
162,14779,391736.566966113,10
163,14820,393038.901290478,10
164,14862,393987.193693091,10
165,14891,394912.806244006,10
166,14906,391211.97739063,10
167,14919,391872.386039619,10
168,14928,394395.565851681,10
169,14959,394066.665671959,10
170,15009,393793.7800632,10
171,15027,396417.641224376,10
172,15086,400006.602260763,10
173,15147,402324.796057067,10
174,15188,402303.307439019,10
175,15212,402833.728434593,10
176,15241,402965.78937645,10
177,15241,401078.137281416,10
178,15258,403337.727327173,10
179,15281,404232.58338088,10
180,15282,405439.29108499,10
181,15337,405843.719260491,10
182,15389,408093.721574633,10
183,15440,407319.302211835,10
184,15440,408332.901111927,10
185,15484,408713.5005016,10
186,15531,411278.538788938,10
187,15535,413852.68762698,10
188,15580,413438.168092573,10
189,15633,412685.132572396,10
190,15682,414214.556231656,10
191,15690,413915.507716446,10
192,15744,417022.007354598,10
193,15746,417754.558639352,10
194,15782,417297.621224625,10
195,15840,420936.392220464,10
196,15884,419472.164107802,10
197,15936,420561.352776701,10
198,15971,421508.81476686,10
199,16017,424148.79681232,10
200,16031,420999.837623213,10
201,16031,425838.054974786,10
202,16070,425769.107797585,10
203,16116,424499.02457824,10
204,16168,426266.192308617,10
205,16202,426024.616171699,10
206,16255,428292.944556386,10
207,16312,432469.809130457,10
208,16353,428337.242092564,10
209,16373,430002.862296085,10
210,16434,435863.891144608,10
211,16476,435020.004174088,10
212,16511,433907.050242326,10
213,16557,438867.777163931,10
214,16570,437291.183046275,10
215,16603,440171.857734885,10
216,16625,442402.366438875,10
217,16648,439046.262314325,10
218,16666,438201.171108103,10
219,16672,442078.966230313,10
220,16708,441375.48148999,10
221,16725,441888.993309349,10
222,16760,440228.629440321,10
223,16808,440566.963317402,10
224,16842,445140.627602604,10
225,16853,446101.791222688,10
226,16859,441793.691534451,10
227,16870,444190.778194873,10
228,16908,446962.05479222,10
229,16949,450238.474402326,10
230,16987,449909.384865211,10
231,17002,451950.784801956,10
232,17022,450474.487199636,10
233,17066,450694.497111555,10
234,17088,454992.068006146,10
235,17100,452218.325638319,10
236,17143,454407.466360203,10
237,17154,453045.321747249,10
238,17214,455234.005447224,10
239,17261,451905.513098832,10
240,17296,455480.879256971,10
241,17344,459533.484341085,10
242,17382,459067.832740904,10
243,17387,459014.881532535,10
244,17415,460085.926236008,10
245,17420,459780.678776285,10
246,17450,460408.198754016,10
247,17495,459324.835480005,10
248,17499,466273.301090348,10
249,17559,461836.857004177,10
250,17568,467742.443386281,10
251,17578,461474.66983645,10
252,17584,465674.895676475,10
253,17629,463989.464360481,10
254,17639,465859.747384887,10
255,17643,464046.526688675,10
256,17652,465429.584685501,10
257,17701,465958.141315029,10
258,17758,468604.521010584,10
259,17770,468687.475204586,10
260,17809,471800.813812036,10
261,17843,471967.532684608,10
262,17874,472219.310884271,10
263,17918,471680.158963954,10
264,17974,471640.209212922,10
265,18018,475202.16697072,10
266,18041,477375.473964782,10
267,18074,478498.521930646,10
268,18097,475708.016804917,10
269,18139,478629.844286145,10
270,18139,479495.797683163,10
271,18147,477942.515014865,10
272,18183,479484.84639172,10
273,18221,479158.24183773,10
274,18229,481445.008745434,10
275,18256,483168.296504017,10
276,18271,483365.586494112,10
277,18312,483342.874682065,10
278,18372,485776.06380124,10
279,18424,486022.904522042,10
280,18485,488256.129311402,10
281,18521,491452.675314218,10
282,18567,492066.971000271,10
283,18625,494034.354635455,10
284,18659,489115.152943287,10
285,18666,492417.922130814,10
286,18694,494195.809663042,10
287,18726,490901.815115191,10
288,18745,495703.876441553,10
289,18777,498894.660152699,10
290,18801,498181.555732564,10
291,18832,497527.215956812,10
292,18863,498218.182038244,10
293,18880,500051.659565964,10
294,18918,499352.133284373,10
295,18965,499487.116523802,10
296,18968,501416.319066809,10
297,19024,501461.190180929,10
298,19053,501951.869401038,10
299,19091,504000.921740775,10
300,19132,504348.228841499,10
301,19166,506593.581440168,10
302,19214,507709.69576594,10
303,19271,508166.907155343,10
304,19317,509093.078474795,10
305,19377,513143.129085524,10
306,19420,510764.559119875,10
307,19431,513565.553390644,10
308,19480,513183.688149404,10
309,19528,517104.278156972,10
310,19564,515884.22103316,10
311,19572,517398.842817568,10
312,19623,516426.773293755,10
313,19625,521047.944102134,10
314,19629,519005.344415823,10
315,19646,518017.967303772,10
316,19677,516567.266250035,10
317,19681,518809.528616245,10
318,19686,520540.627908491,10
319,19706,518421.174817407,10
320,19763,520644.904148695,10
321,19798,521585.790875223,10
322,19855,523449.455816485,10
323,19863,523163.155023895,10
324,19878,522885.202637638,10
325,19879,523762.372279434,10
326,19927,525516.754058949,10
327,19960,526867.280981709,10
328,19991,526076.319607869,10
329,20040,530851.014084451,10
330,20089,530029.066110784,10
331,20120,529627.865342885,10
332,20161,532648.188714366,10
333,20195,535112.311294723,10
334,20249,536121.612662478,10
335,20256,535551.02450732,10
336,20264,533536.657214657,10
337,20299,535523.754913724,10
338,20352,535430.058581276,10
339,20371,536964.32953308,10
340,20381,538325.294898189,10
341,20406,538439.306082817,10
342,20467,542666.9571088,10
343,20501,540139.350268085,10
344,20506,541534.115909775,10
345,20523,543844.644160446,10
346,20551,540367.536348516,10
347,20568,543492.400688997,10
348,20618,545220.708632806,10
349,20647,543943.7509049,10
350,20670,546372.971558127,10
351,20694,546843.143874925,10
352,20738,549433.179785329,10
353,20798,548917.309672691,10
354,20826,548061.564410796,10
355,20841,552720.029326872,10
356,20873,551134.526816358,10
357,20915,551847.713367326,10
358,20922,548544.640978269,10
359,20954,550953.169651481,10
360,20985,550924.051368445,10
361,21044,554515.034605094,10
362,21094,556490.163950797,10
363,21155,559120.361342382,10
364,21187,557909.468024504,10
365,21200,559257.138984605,10
366,21250,560555.982656697,10
367,21288,561803.357283324,10
368,21341,565210.37003781,10
369,21361,564416.570448541,10
370,21364,564573.24344379,10
371,21372,563628.089853642,10
372,21417,565099.293178711,10
373,21421,570970.663943512,10
374,21466,566230.552998054,10
375,21475,567813.043924734,10
376,21487,567491.198913193,10
377,21545,568067.580329676,10
378,21582,571060.696744854,10
379,21622,568587.249420954,10
380,21681,572572.023135858,10
381,21713,574294.303925071,10
382,21719,573723.661743294,10
383,21748,574336.519822155,10
384,21751,575641.079624224,10
385,21757,573040.359117057,10
386,21757,575058.559151082,10
387,21796,576397.765796997,10
388,21828,574633.648381894,10
389,21836,575616.504399561,10
390,21867,577003.468749587,10
391,21872,575350.157530708,10
392,21919,577643.51739085,10
393,21956,580222.91614895,10
394,21972,583258.897302993,10
395,22020,578553.02348578,10
396,22048,580089.301761314,10
397,22051,581351.479099273,10
398,22085,581417.810529829,10
399,22117,582478.553571103,10
400,22141,583576.445455284,10
401,22157,584037.816183647,10
402,22169,586346.671328662,10
403,22218,585415.041747964,10
404,22248,587517.37965674,10
405,22309,588609.159888631,10
406,22327,588957.725615303,10
407,22349,592204.114206465,10
408,22368,593355.105385903,10
409,22378,591003.491532471,10
410,22397,591199.15241442,10
411,22427,594689.708433306,10
412,22445,593611.350641987,10
413,22465,595613.398642452,10
414,22515,592486.039952269,10
415,22542,594570.75697187,10
416,22552,593379.406544692,10
417,22563,593576.690710387,10
418,22569,595256.757573787,10
419,22619,594793.866838632,10
420,22677,595410.109641373,10
421,22699,602104.428415109,10
422,22752,600788.477530822,10
423,22795,603209.66961184,10
424,22824,601443.557762478,10
425,22833,601383.723825519,10
426,22890,604513.374071053,10
427,22892,604523.368813363,10
428,22899,605720.417429641,10
429,22900,604035.836233428,10
430,22958,608042.937801024,10
431,22958,604200.385121025,10
432,22990,607779.414590098,10
433,23013,605753.33926105,10
434,23058,609959.651517539,10
435,23105,613669.172842783,10
436,23122,606729.609074867,10
437,23164,610467.071887325,10
438,23165,613469.024383884,10
439,23179,610578.619699214,10
440,23182,612930.598789522,10
441,23213,612024.572816689,10
442,23250,615724.048106177,10
443,23289,615086.537721701,10
444,23326,615627.016082597,10
445,23361,616226.135494786,10
446,23380,617699.767092646,10
447,23432,618860.374274242,10
448,23467,618118.942918835,10
449,23496,619468.909538249,10
450,23516,620583.458853029,10
451,23518,621059.969147161,10
452,23523,620402.074382534,10
453,23559,623066.234152839,10
454,23600,622792.921996886,10
455,23626,623752.951173014,10
456,23638,624188.773780421,10
457,23665,626697.388696922,10
458,23703,625576.875045727,10
459,23758,626336.824247117,10
460,23767,629545.173268532,10
461,23789,629039.117372097,10
462,23836,628777.643238463,10
463,23839,627952.482689391,10
464,23848,629869.711283695,10
465,23895,632567.623219131,10
466,23924,629261.336749562,10
467,23954,632749.528618991,10
468,23968,632307.94481622,10
469,23993,632050.247006127,10
470,24043,632464.694169289,10
471,24077,634196.938971731,10
472,24132,637049.705321729,10
473,24188,635584.558621228,10
474,24219,639481.031422746,10
475,24254,641200.587403704,10
476,24262,640029.06348457,10
477,24284,640068.603252994,10
478,24307,644488.412547103,10
479,24359,643763.735694141,10
480,24387,641280.314403542,10
481,24439,646434.511205535,10
482,24468,644543.202592128,10
483,24480,645975.383530125,10
484,24541,649291.381602624,10
485,24600,647392.34205957,10
486,24621,651185.880982538,10
487,24638,649969.472237073,10
488,24676,649409.970841976,10
489,24713,652611.94706332,10
490,24731,652265.621338649,10
491,24780,652923.916393469,10
492,24836,655056.059205301,10
493,24877,656846.055831137,10
494,24898,658386.880285867,10
495,24928,658466.215406364,10
496,24943,661168.010076962,10
497,24974,659714.613760102,10
498,24987,658707.155229495,10
499,25039,663899.367418821,10
500,25059,663621.334471433,10
501,25106,665080.378166155,10
502,25142,664150.81362739,10
503,25143,665076.256871597,10
504,25154,662996.023326091,10
505,25202,665640.977819387,10
506,25241,666811.373216837,10
507,25285,666186.419496119,10
508,25292,667388.883540359,10
509,25330,667889.136996183,10
510,25386,667783.81933899,10
511,25426,671388.432678884,10
512,25468,672227.347568069,10
513,25490,672605.694179664,10
514,25494,672945.528722463,10
515,25536,676310.120816975,10
516,25590,674397.143279292,10
517,25633,676010.698086391,10
518,25672,678633.972542484,10
519,25687,678997.916920047,10
520,25744,682144.981251437,10
521,25754,678070.887249987,10
522,25773,676868.701915367,10
523,25775,683287.042074656,10
524,25817,682351.674983364,10
525,25857,684054.57053958,10
526,25873,680246.398988792,10
527,25909,685900.439995713,10
528,25954,684852.393107298,10
529,25975,685908.178296487,10
530,26006,688976.502028802,10
531,26028,685948.725988993,10
532,26049,686812.097543985,10
533,26084,687078.372701813,10
534,26133,688415.283834957,10
535,26181,692107.478466429,10
536,26191,692855.947673919,10
537,26204,690747.495831606,10
538,26208,690150.180786649,10
539,26220,689366.850852535,10
540,26234,692290.280765169,10
541,26280,691547.36352486,10
542,26310,697163.191330867,10
543,26358,696844.506689849,10
544,26387,694792.647243532,10
545,26448,697318.0275139,10
546,26456,696353.133357653,10
547,26490,700853.50834335,10
548,26517,698570.122512702,10
549,26563,701740.281484883,10
550,26613,703844.629857034,10
551,26654,703298.288649277,10
552,26715,702083.10582067,10
553,26731,705056.506270586,10
554,26761,706966.109381367,10
555,26812,706352.779640784,10
556,26824,710159.317410488,10
557,26846,712043.435035848,10
558,26870,708378.479054922,10
559,26918,709737.376238647,10
560,26924,710125.082275409,10
561,26962,710359.461540409,10
562,26975,710579.976704172,10
563,27025,712930.314428796,10
564,27037,714846.370016135,10
565,27074,713467.58737589,10
566,27126,715176.739073164,10
567,27181,715814.118478884,10
568,27232,718282.611127341,10
569,27253,720708.672093825,10
570,27274,721848.315196806,10
571,27309,719676.764155321,10
572,27332,721634.087126599,10
573,27337,720433.689289579,10
574,27346,720981.543183638,10
575,27348,722869.046889658,10
576,27359,722597.883569261,10
577,27359,721852.1097013,10
578,27369,720053.485863017,10
579,27428,723925.016408072,10
580,27452,724366.583138227,10
581,27486,724284.931292361,10
582,27500,724851.289255277,10
583,27528,727316.900193235,10
584,27563,727054.951820072,10
585,27567,726220.300537893,10
586,27594,730745.753812453,10
587,27622,724695.10282066,10
588,27650,730682.459620357,10
589,27683,731726.029313872,10
590,27724,731413.965565941,10
591,27784,732818.258673946,10
592,27810,735546.499161746,10
593,27836,734454.32384969,10
594,27844,733283.026829381,10
595,27845,736865.330929515,10
596,27865,735572.373725898,10
597,27916,735728.744972362,10
598,27952,737835.443303347,10
599,27985,742104.370241867,10
600,27985,736928.36892508,10
601,28006,739514.977834026,10
602,28060,742186.032820147,10
603,28073,740346.996329809,10
604,28091,742780.382863072,10
605,28107,741578.627552529,10
606,28116,740850.924413044,10
607,28162,741813.024023329,10
608,28178,742910.406526631,10
609,28236,745373.64439167,10
